test	outcome	seconds	walltime	mem	message
test_pull1156	FAIL	1	00:20:00	1gb	'strip' undefined near line 63, column 23  The 'strip' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ utilities/dccnpath.m:63
test_pull1427	FAIL	2	01:00:00	4gb	'pad' undefined near line 1861, column 43  The 'pad' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ utilities/ft_checkdata.m:1861
test_pull1566	PASS	5	00:20:00	6gb	
test_pull1600	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 150, column 14  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ private/preproc.m:150
test_printstruct	PASS	34	00:20:00	2gb	
test_pull1643	PASS	2	00:40:00	6gb	
test_pull1602	FAIL	29	00:10:00	1gb	'nanmean' undefined near line 150, column 14  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ private/preproc.m:150
test_pull1757	FAIL	7	00:10:00	1gb	dpss: function called with too many outputs @ external/signal/dpss_hack/dpss.m:-1
test_pull1839	FAIL	2	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_pull2050	FAIL	1	00:10:00	1gb	'strip' undefined near line 63, column 23  The 'strip' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ utilities/dccnpath.m:63
test_pull2105	FAIL	2	00:20:00	1gb	'nanmean' undefined near line 524, column 11  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ private/topoplot_common.m:524
test_pull2582	FAIL	1	00:10:00	1gb	'strip' undefined near line 63, column 23  The 'strip' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ utilities/dccnpath.m:63
test_pull2593	FAIL	5	00:20:00	2gb	spm_bwlabel.c not compiled - see Makefile @ external/spm12/spm_bwlabel.m:25
test_pull1877	FAIL	12	00:20:00	1gb	Invalid call to colormap.  Correct usage is:   -- CMAP = colormap ()  -- CMAP = colormap (MAP)  -- CMAP = colormap ("default")  -- CMAP = colormap (MAP_NAME)  -- CMAP = colormap (HAX, ...)  -- colormap MAP_NAME @ ../../../usr/share/octave/8.4.0/m/help/print_usage.m:105
test_pull348	FAIL	2	00:10:00	1gb	binary operator '==' not implemented for 'cell' by 'cell' operations @ ../../../usr/share/octave/8.4.0/m/general/isequal.m:117
test_pull393	FAIL	1	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_pull360	FAIL	3	00:10:00	1gb	spm_conv_vol.c not compiled - see Makefile @ external/spm12/spm_conv_vol.m:36
test_pull434	FAIL	1	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_pull492	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 1538, column 16  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ utilities/ft_checkdata.m:1538
test_randomseed	PASS	1	00:10:00	1gb	
test_pull401	PASS	6	00:10:00	1gb	
test_read_trigger	FAIL	1	00:10:00	1gb	mx_el_and: nonconformant arguments (op1 is 1x2, op2 is 1x3) @ fileio/private/ft_senstype.m:444
test_scalingfactor	PASS	1	00:10:00	1gb	
test_resampledesign	PASS	3	00:10:00	1gb	
test_spm_ft_integration	FAIL	1	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_subfield	PASS	1	00:10:00	1gb	
test_triangulate_seg	FAIL	1	00:10:00	1gb	spm_bwlabel.c not compiled - see Makefile @ external/spm8/spm_bwlabel.m:37
test_tutorial_connectivity	FAIL	7	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_shuffle_coilorder	FAIL	12	00:10:00	2gb	ic(1503): out of bound 0 (dimensions are 0x0) @ private/remove_double_vertices.m:51
test_tutorial_connectivity2	FAIL	1	00:10:00	1gb	'nanmean' undefined near line 156, column 11  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ preproc/ft_preproc_bandpassfilter.m:156
test_tutorial_networkanalysis_eeg20220126	FAIL	1	00:30:00	8gb	load: unable to find file /project/3031000.02/external/download/tutorial/networkanalysis_eeg/data_eeg_reref_ica.mat @ test/test_tutorial_networkanalysis_eeg20220126.m:14
test_warp	FAIL	1	00:10:00	1gb	rigidbody coregistration failed @ test/test_warp.m:28
test_warp_dykstra2012	PASS	1	00:10:00	1gb	
test_xunit_stacktest	PASS	1	00:10:00	1gb	
test_issue1184	TIMEOUT	1800	00:30:00	6gb	limit 1800s
